ZipCode,Population,HouseholdsPerZipCode,WhitePopulation,BlackPopulation,HispanicPopulation,AsianPopulation,HawaiianPopulation,IndianPopulation,OtherPopulation,MalePopulation,FemalePopulation,PersonsPerHousehold,AverageHouseValue,IncomePerHousehold,MedianAge,MedianAgeMale,MedianAgeFemale,NumberOfBusinesses,NumberOfEmployees,BusinessFirstQuarterPayroll,BusinessAnnualPayroll,GrowthRank,GrowingCountiesA,GrowingCountiesB,GrowthIncreaseNumber,GrowthIncreasePercentage,CBSAPopulation,CBSADivisionPopulation,DeliveryResidential,DeliveryBusiness,DeliveryTotal,PopulationEstimate,LandArea,WaterArea,BoxCount,SFDU,MFDU,MarketRatingAreaID,CityType_B,CityType_C,CityType_N,CityType_P,CityType_U,CityType_Z,CityDeliveryIndicator_N,CityDeliveryIndicator_Y,MedicareCBSAType_Metro,MedicareCBSAType_Micro,UBS_Open_Branch
32789,24557,10576,21459,2292,1713,721,18,187,397,11763,12794,2.19,383000,67078,42.6,41.6,43.5,2066,23349,268768,1127078,0,0,0,0,0.0,2134411,0,11423,1996,14518,25016,7.792999999999998,1.826,0,8263,1680,48,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
32801,12050,7006,9633,1668,1874,541,37,105,439,6244,5806,1.53,290400,53420,37.0,36.6,37.9,1845,30464,581176,2192093,0,0,0,0,0.0,2134411,0,10234,1634,11720,15658,2.282,0.146,0,1560,7730,48,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
32901,24521,11118,18016,5364,2125,1181,46,264,567,11820,12701,2.03,106100,30070,44.3,38.8,48.8,1161,28366,306934,1291923,0,0,0,0,0.0,543376,0,12107,1425,13397,24577,12.573,2.212,0,6462,3293,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
32963,14911,7677,14699,53,325,146,1,33,62,7020,7891,1.94,556800,97306,65.7,66.2,65.3,533,5464,74315,326202,0,0,0,0,0.0,138028,0,11020,507,13012,21378,17.366,23.437,0,6787,3240,30,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
33131,14917,8775,13372,595,8160,692,32,62,633,7665,7252,1.7,434100,76793,33.2,34.0,32.5,3470,40567,1194146,4228899,0,0,0,0,0.0,5564635,2496435,15675,2151,18178,26647,0.405,0.8590000000000001,0,3,15672,43,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
33134,37456,15770,35484,838,28119,613,15,102,1104,17466,19990,2.37,398500,58733,43.1,41.5,44.6,3600,33768,599993,2409272,0,0,0,0,0.0,5564635,2496435,16801,2901,20046,39818,5.209,0.013,0,9133,7445,43,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
33180,30840,14197,28195,1514,10856,713,32,72,879,14363,16477,2.15,342900,63479,43.5,42.0,45.1,2251,23729,257689,1094106,0,0,0,0,0.0,5564635,2496435,18533,1416,23213,39845,3.407,0.545,0,1460,16268,43,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
33301,14586,7604,12682,1413,1617,340,16,62,314,8558,6028,1.75,477100,80000,40.5,40.4,40.7,1880,21797,449782,1680375,0,0,0,0,0.0,5564635,1748066,10579,1350,11749,18513,2.508,0.104,0,3000,7205,6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
33401,24879,11721,13852,9774,3542,545,69,208,1062,11736,13143,1.97,175100,44028,37.7,36.1,39.4,2151,26618,400350,1647523,0,0,0,0,0.0,5564635,1320134,15611,2131,17404,30753,5.497999999999998,1.298,0,3672,9155,50,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
33410,32570,14668,28585,2332,3574,1185,46,205,849,15702,16868,2.2,266000,62532,44.5,42.9,45.8,1982,26351,354472,1463661,0,0,0,0,0.0,5564635,1320134,16426,1549,21654,36137,11.401,0.159,0,8329,4287,50,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
33431,18290,6896,15864,1466,2264,681,28,71,530,8996,9294,2.23,331200,59704,38.4,36.8,39.8,2636,35640,496957,2129060,0,0,0,0,0.0,5564635,1320134,8209,2292,11212,18306,8.894,0.774,0,3647,3182,50,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
33602,11515,6004,8121,2877,1855,494,22,118,262,6092,5423,1.81,254900,68742,35.2,35.8,34.5,1483,30667,621388,2433807,55,1229226,1267775,38549,3.1,2783243,0,9483,1383,10863,17164,2.549,0.361,0,1742,7020,28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
33647,55034,20585,38208,8878,9177,7311,109,421,2387,26490,28544,2.67,261000,76755,32.3,31.7,32.8,1213,14950,236604,880719,55,1229226,1267775,38549,3.1,2783243,0,26115,670,26472,69727,33.891,1.506,0,14532,9327,28,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
33701,15014,8506,11693,2911,838,353,18,184,237,7623,7391,1.61,283600,34003,45.1,45.1,45.2,1200,21121,272391,1167028,0,0,0,0,0.0,2783243,0,11459,1429,12700,18448,2.667,1.335,0,3884,6951,52,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
33764,24045,11339,22056,1006,1742,730,37,162,565,11590,12455,2.11,144000,49574,49.4,48.0,50.6,673,10390,132677,524244,0,0,0,0,0.0,2783243,0,13757,536,15147,29027,6.659,0.865,0,7736,3580,52,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
33880,37798,13493,27879,5706,8965,669,82,428,4056,18573,19225,2.79,87000,40171,35.3,33.7,36.8,897,10102,95436,398479,0,0,0,0,0.0,602095,0,15646,1217,16700,43652,42.628,12.594,0,11424,2257,53,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
33907,22138,10367,17444,2580,4973,530,62,175,1988,10803,11335,2.1,117700,39839,39.1,37.2,41.5,1304,18411,190427,815775,0,0,0,0,0.0,618754,0,12447,1745,13537,26138,7.0360000000000005,0.404,0,3975,5613,35,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
34108,16874,8450,16138,202,1616,220,21,75,440,8072,8802,2.0,641800,80531,61.9,61.6,62.1,828,13936,184899,771016,0,0,0,0,0.0,321520,0,13198,665,15205,26396,7.758999999999999,1.551,1063,5592,5401,11,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
34135,37315,16197,33080,479,10074,466,93,293,3518,19019,18296,2.29,229500,57513,51.4,48.9,53.7,1094,10299,92073,376474,0,0,0,0,0.0,618754,0,25166,1069,27524,57630,36.549,1.329,0,13259,5329,35,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
34236,12394,6793,10911,836,1435,175,18,89,571,5860,6534,1.71,612100,51292,59.2,56.9,61.3,1515,16913,207394,859522,0,0,0,0,0.0,702281,0,8915,1798,12956,15244,3.52,4.657,0,2392,5556,56,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
34994,15967,7443,12969,2004,2248,221,21,128,961,7845,8122,2.01,142300,39195,46.7,43.9,49.4,1490,16250,159055,695391,0,0,0,0,0.0,424107,0,8651,1906,9944,17388,6.714,2.938,0,3204,1738,42,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
35209,29544,12888,18584,8578,2936,685,45,186,1925,14113,15431,2.2,283500,51266,29.5,28.8,30.2,1807,40088,520809,2132341,0,0,0,0,0.0,1128047,0,13889,2343,16068,30555,9.331,0.059,0,6399,3388,3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
35242,49545,19942,42871,4139,2037,1982,40,243,931,24273,25272,2.48,331300,82854,38.5,37.5,39.3,1633,28076,464676,1587737,0,0,0,0,0.0,1128047,0,23698,1450,24546,58771,52.96100000000001,2.729,0,16387,6242,3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
35801,21509,9852,18895,2171,474,368,28,316,166,10593,10916,2.05,240000,62417,44.0,41.1,46.5,1861,32042,329734,1479322,0,0,0,0,0.0,417593,0,10755,2264,12992,22047,14.083,0.052000000000000005,0,8799,1043,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
36106,15211,6498,8708,6083,324,333,12,100,207,7004,8207,2.23,153500,49912,35.8,34.6,37.1,639,9909,99758,452141,0,0,0,0,0.0,374536,0,6547,802,7527,14599,6.082999999999998,0.004,202,4892,1033,11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
37067,23652,9430,20665,1039,1164,1762,21,128,420,11321,12331,2.49,387200,101113,37.6,37.0,38.2,1790,49195,843980,3309925,67,183182,188560,5378,2.9,1589934,0,12532,1992,14841,31204,31.359,0.019,0,7145,3959,4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
37203,11883,5566,5931,5224,514,671,10,134,218,6211,5672,1.81,271000,39408,30.7,32.4,29.2,2568,57824,952357,4117650,0,0,0,0,0.0,1589934,0,13792,2538,16941,24963,4.195,0.003,379,2275,10117,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
37402,3917,2120,1258,2680,62,12,5,35,12,2031,1886,1.53,409500,11958,39.8,37.1,43.4,619,20274,319955,1171654,0,0,0,0,0.0,528143,0,3032,996,3846,4638,1.529,0.359,0,504,1717,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
37601,36182,15927,32883,2582,1429,506,51,339,814,17185,18997,2.24,140400,37413,39.1,38.2,39.9,1008,16880,126987,529518,0,0,0,0,0.0,198716,0,17359,1492,18490,38884,46.17,0.962,0,13301,860,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
37660,40038,17649,37752,1807,757,417,13,360,379,18827,21211,2.24,119800,36535,43.5,41.8,45.1,1147,20849,195196,834086,0,0,0,0,0.0,309544,0,19068,1869,21216,42712,66.222,0.8809999999999999,0,14369,970,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
37830,29700,12944,25815,2850,1350,901,38,381,673,14022,15678,2.26,150200,48720,43.7,41.6,45.4,867,21673,321090,1387269,0,0,0,0,0.0,698030,0,14118,1064,15037,31906,84.766,4.787,0,11082,1179,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
38119,22330,9678,13485,7995,962,587,16,100,456,10117,12213,2.26,165500,54395,39.5,37.2,41.4,1037,21091,273004,1250946,0,0,0,0,0.0,1316100,0,10873,1091,14190,24572,8.838,0.048,0,6394,3014,6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
38501,36687,15588,33636,1180,2250,711,41,399,1416,18261,18426,2.32,154000,30693,33.0,30.5,35.7,1266,20519,167327,722910,0,0,0,0,0.0,106042,0,17617,1743,19275,40871,89.12700000000002,0.17800000000000002,0,13420,1149,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
39211,24515,10484,14329,9426,916,307,17,104,574,11677,12838,2.33,159000,58174,35.8,33.8,37.9,655,9782,94600,371702,0,0,0,0,0.0,539057,0,11341,742,11914,26424,12.275,0.453,0,7960,2790,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
40222,21359,9898,18474,1764,894,1036,16,100,401,10111,11248,2.09,246500,64172,41.8,39.0,44.5,1155,27376,371425,1444797,0,0,0,0,0.0,1283566,0,10812,1190,11733,22597,10.432,0.947,0,6695,3397,3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
40502,25709,12573,23500,1315,790,750,32,155,406,12360,13349,2.04,310100,63267,40.3,38.5,42.1,698,9859,99074,416546,0,0,0,0,0.0,472099,0,13262,599,13832,27054,7.202000000000001,0.27,0,9008,2794,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
42001,27960,12413,23571,4219,563,362,16,215,231,13136,14824,2.22,144300,43415,42.2,40.1,44.1,1163,20978,180623,752836,0,0,0,0,0.0,98762,0,13704,1403,14834,30422,73.304,5.226,0,10634,631,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
43017,37626,14025,31850,1511,1423,4223,48,168,661,18702,18924,2.68,319600,98584,36.9,35.8,37.9,1649,40037,584120,2565476,0,0,0,0,0.0,1836536,0,16251,1393,25999,43552,16.878,0.445,193,11719,1229,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
43054,20566,7741,17804,1238,433,1726,29,92,120,10003,10563,2.66,312700,112333,34.6,34.6,34.5,551,18012,300476,1160685,0,0,0,0,0.0,1836536,0,10624,396,12402,28259,20.066,0.262,336,6797,410,9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
43220,24989,11696,21167,1055,1039,2664,18,140,568,12209,12780,2.13,275900,62833,37.8,35.7,40.1,838,10534,112372,491000,0,0,0,0,0.0,1836536,0,12873,930,17441,27419,6.807,0.142,232,8216,1519,9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
44114,5225,2736,1798,1906,302,1431,22,44,149,3048,2177,1.61,78000,20823,40.1,41.5,37.0,1494,35950,797720,2939971,0,0,0,0,0.0,2077240,0,4097,1844,6646,6596,2.897,1.716,193,684,3117,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
44116,20268,9329,19588,291,369,491,23,60,99,9353,10915,2.16,215500,65043,45.6,43.5,47.3,760,7793,64070,280730,0,0,0,0,0.0,2077240,0,10183,722,12548,21995,4.777,0.873,134,6390,3339,11,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
44124,38282,17894,32941,3519,658,2058,25,127,249,17500,20782,2.1,148800,57831,45.3,42.0,48.0,1270,22979,337286,1308301,0,0,0,0,0.0,2077240,0,19649,1051,21507,41262,14.52,0.048,299,13251,5842,11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
44145,32729,13870,30336,644,812,1900,37,81,280,15519,17210,2.3,236400,80989,45.0,43.1,46.6,1529,24960,327978,1297409,0,0,0,0,0.0,2077240,0,15148,1591,17344,34840,15.925999999999998,0.004,215,9310,4414,11,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
44236,25296,8703,23443,757,421,1244,13,90,111,12425,12871,2.86,302700,120487,42.1,41.3,42.7,869,11445,131332,548054,0,0,0,0,0.0,703200,0,9322,771,10352,26660,33.996,0.287,177,8115,572,12,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
44321,15200,5757,12533,1546,276,1230,9,97,106,7418,7782,2.58,208600,83516,39.5,38.5,40.5,327,4215,42378,179307,0,0,0,0,0.0,703200,0,6276,242,7106,16192,15.219,0.3,90,4169,454,12,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
44718,11951,5200,11003,517,207,436,4,83,85,5698,6253,2.27,227500,69396,47.6,46.6,48.5,979,16734,135869,578163,0,0,0,0,0.0,404422,0,5813,1100,6788,13195,8.219,0.314,0,4186,1099,15,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
44870,41030,17205,33637,7741,1632,400,20,461,525,19974,21056,2.31,104200,41184,41.3,40.4,42.2,1180,24470,210514,894118,0,0,0,0,0.0,77079,0,18343,1480,19710,42372,58.292,34.114000000000004,0,14218,2513,6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
45202,15483,7436,7424,7696,381,389,27,146,141,9156,6327,1.64,323600,55120,34.7,36.2,32.6,2202,72095,1724821,6554408,0,0,0,0,0.0,2130151,0,10151,2422,12558,16647,2.709,0.177,0,2715,6980,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
45236,24552,11364,19862,3559,535,1294,18,153,205,11610,12942,2.13,138900,56151,41.8,39.3,44.7,988,20914,264383,999915,0,0,0,0,0.0,2130151,0,11789,1024,13247,25110,6.917999999999998,0.0,273,8752,2819,4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
45342,36784,15246,32944,2287,739,1756,21,243,299,17726,19058,2.39,136500,56526,37.1,36.1,38.1,712,22404,468343,1771895,0,0,0,0,0.0,841502,0,16285,872,17680,38921,34.686,0.423,0,10990,2383,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
46240,18731,9280,15106,1847,1693,1017,20,92,1051,8946,9785,2.0,205500,54635,39.3,36.5,42.3,1649,38863,651706,2450564,0,0,0,0,0.0,1756241,0,11045,1287,13378,22090,9.782,0.629,247,5106,3987,10,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
46545,25082,11261,21514,2502,1367,799,65,255,625,11727,13355,2.16,105700,38388,35.6,34.1,36.9,1091,22776,190903,830280,0,0,0,0,0.0,319224,0,12293,1316,14541,26552,17.792,0.308,0,7754,4175,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
47807,13045,5167,10485,2251,416,399,17,181,232,6782,6263,2.32,47300,17496,27.8,27.1,28.7,526,7856,73610,309006,0,0,0,0,0.0,172425,0,5919,795,7012,13732,3.751,0.106,0,4525,659,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
48009,20107,9041,18858,716,419,680,13,126,101,9671,10436,2.22,439000,112545,41.1,40.4,41.9,1383,14761,218395,899250,0,0,0,0,0.0,4296250,2475666,9858,1317,11167,21884,5.052,0.012,0,7988,1546,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
48084,14231,6135,9756,684,326,3825,7,83,186,7054,7177,2.31,277600,84003,38.1,37.2,39.0,1883,47714,716848,2995077,0,0,0,0,0.0,4296250,2475666,7062,1686,10273,16313,6.181,0.0,0,3178,3384,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
48126,47465,13914,44489,1741,1204,3074,165,182,592,23832,23633,3.41,100300,30661,27.0,26.7,27.2,1749,31314,564637,2008140,0,0,0,0,0.0,4296250,1820584,15323,1643,17085,52251,9.802,0.093,46,12290,1639,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
48170,39963,16941,37506,970,901,1566,12,251,270,19406,20557,2.35,259000,77886,43.4,42.4,44.5,1550,30305,437051,1808461,0,0,0,0,0.0,4296250,1820584,18112,1679,21028,42563,34.15,0.208,456,13303,2416,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
48334,18540,7921,13033,4013,325,1751,23,145,134,8495,10045,2.3,201400,68584,45.1,42.5,47.1,1340,22781,296483,1228634,0,0,0,0,0.0,4296250,2475666,7908,1434,9256,18188,8.988999999999997,0.013,0,4709,2498,2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
48439,49209,19431,42348,5204,1340,1928,43,467,407,23686,25523,2.51,146200,63252,38.3,37.2,39.1,902,15661,192085,741929,0,0,0,0,0.0,425790,0,21515,879,22351,54002,52.908,0.478,0,14813,4123,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
48441,4085,1745,4017,23,39,37,0,40,18,2045,2040,2.32,91400,40360,46.3,43.7,47.9,100,952,8037,31773,0,0,0,0,0.0,0,0,1828,115,2031,4240,101.381,11.854,65,1745,83,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
49504,39994,15700,33021,3455,6799,550,53,880,3884,19864,20130,2.5,111900,42488,32.5,31.3,33.8,827,16851,168894,698051,0,0,0,0,0.0,774160,0,16918,960,18463,42295,11.027,0.202,0,14431,2235,12,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
50266,23625,10374,20859,1169,1056,1620,34,103,304,11342,12283,2.27,220600,72383,32.2,31.5,33.0,1729,49212,785870,2969448,0,0,0,0,0.0,569633,0,16491,1639,20312,37434,16.519000000000002,0.107,0,3662,5981,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
52807,13470,5985,11667,1339,683,452,12,103,304,6513,6957,2.22,242400,54894,36.8,35.4,38.1,838,16106,145963,626883,0,0,0,0,0.0,379690,0,7431,928,8677,16496,29.525,0.0,0,2792,2663,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
53045,21686,8501,19492,372,436,1884,15,58,140,10280,11406,2.5,308000,96160,46.8,45.3,48.2,798,16805,295323,1046160,0,0,0,0,0.0,1555908,0,9508,927,10476,23770,14.390999999999998,0.199,0,7532,1228,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
53202,23386,14615,20047,1944,978,1332,30,230,344,12415,10971,1.44,227700,51298,30.5,30.5,30.5,1933,58300,1374100,4869023,0,0,0,0,0.0,1555908,0,18277,2211,20486,26318,2.0340000000000003,1.103,0,2933,15231,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
53717,11962,5713,9642,700,505,1642,12,94,217,5642,6320,2.09,286300,74193,38.1,35.8,40.4,519,14914,218495,907746,0,0,0,0,0.0,568593,0,5985,494,6454,12508,3.648,0.017,0,2788,2539,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
55101,5592,3490,4213,998,265,380,18,89,86,3064,2528,1.43,164100,43104,35.2,34.2,36.7,715,22813,393085,1566352,0,0,0,0,0.0,3279833,0,5227,889,6938,7474,0.815,0.051,341,19,5208,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
55391,14486,5928,13998,215,280,258,13,60,111,7146,7340,2.42,500500,103456,47.1,46.3,47.8,881,9043,226963,982246,0,0,0,0,0.0,3279833,0,7046,828,8162,17051,16.999000000000002,10.934,183,5482,1190,8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
55402,368,303,223,75,9,74,1,7,3,247,121,1.21,0,51573,33.5,37.1,28.8,1664,55810,1602857,5691696,0,0,0,0,0.0,3279833,0,515,1398,2404,623,0.17800000000000002,0.0,108,0,515,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
55437,17484,7816,15392,1151,628,992,18,154,276,8272,9212,2.22,252600,70578,46.0,44.2,47.3,558,12905,272428,1118366,0,0,0,0,0.0,3279833,0,8840,399,9439,19624,6.559,0.4370000000000001,0,5176,3221,8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
56301,32434,11369,28571,2445,849,1399,41,309,414,16597,15837,2.57,176500,51023,24.9,24.6,25.3,1211,23140,208810,885450,0,0,0,0,0.0,189093,0,12576,1206,13445,32320,74.217,2.006,0,7092,4416,8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
56308,23961,10357,23542,215,258,190,16,161,99,11907,12054,2.27,195200,55659,43.1,40.6,45.4,1023,16125,145400,668777,0,0,0,0,0.0,36009,0,12492,996,13914,28356,155.873,37.466,314,9327,2274,6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
57106,39852,16340,37351,1152,1251,886,56,786,587,19210,20642,2.42,163400,58837,31.7,31.1,32.4,1016,16076,104304,451943,0,0,0,0,0.0,228261,0,19648,971,20656,47548,30.138,0.059,0,10963,5539,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
57701,43462,17938,34412,1026,2096,816,101,8850,543,21717,21745,2.32,140700,41316,32.9,31.3,34.8,1742,28619,251583,1055838,0,0,0,0,0.0,126382,0,19391,1892,20846,44987,70.818,0.104,0,10638,3861,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
58102,29850,13399,27420,633,622,1408,36,752,214,15961,13889,2.14,162200,43777,30.8,29.5,32.7,1290,28792,343650,1451495,0,0,0,0,0.0,208777,0,14867,1370,16148,31815,31.247,0.059,0,7815,6178,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
59101,39562,16375,34826,779,3143,366,122,4022,1158,19915,19647,2.3,164800,45976,34.8,34.4,35.1,1991,30628,370752,1574715,0,0,0,0,0.0,158050,0,17631,2358,19836,40551,509.014,2.819,0,13096,897,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
59802,18407,8598,17490,169,503,237,52,837,124,9508,8899,2.09,235100,39858,33.9,33.4,34.8,937,10727,104781,460095,0,0,0,0,0.0,109299,0,9227,1019,14769,19284,46.007,0.665,0,5624,930,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
60010,44095,16050,39593,477,1435,4145,26,127,452,21677,22418,2.74,527700,130526,45.8,45.4,46.2,1987,19893,268247,1130681,0,0,0,0,0.0,9461105,869888,17173,1495,18582,47054,73.783,2.6460000000000004,0,14598,912,2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
60062,39936,15547,33918,451,1221,5683,31,67,347,19106,20830,2.52,493200,104242,48.0,46.3,49.3,2850,52319,916148,3743163,0,0,0,0,0.0,9461105,7262718,16975,2221,22060,42777,18.531,0.119,0,11851,4413,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
60181,28836,10773,22386,1865,5459,2517,34,242,2467,14483,14353,2.68,220900,70000,36.7,35.4,37.8,1366,26539,441845,1709774,0,0,0,0,0.0,9461105,7262718,11300,1477,13488,30284,6.593,0.08199999999999999,409,8750,2466,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
60540,42910,15421,35865,1751,2148,5206,46,188,767,20956,21954,2.69,388300,104074,39.2,38.1,40.2,1662,25460,236091,1036969,0,0,0,0,0.0,9461105,7262718,15940,1392,17341,42878,13.191,0.21,0,11736,2081,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
60606,2308,1481,1857,106,112,343,3,8,37,1187,1121,1.54,393500,119973,33.5,34.0,32.8,3342,159361,5183417,16156050,0,0,0,0,0.0,9461105,7262718,2558,2322,5573,3939,0.255,0.0,169,8,2550,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
63005,17753,6058,16172,406,451,1202,15,84,138,8871,8882,2.93,529200,155387,42.7,42.6,42.7,1198,22628,208668,923831,0,0,0,0,0.0,2812896,0,6690,1030,7173,19601,34.726,1.867,0,5990,0,6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
63105,17667,6298,14306,1448,534,2113,29,88,126,8959,8708,2.07,557000,89750,30.0,29.0,31.3,1694,27166,673073,2698231,0,0,0,0,0.0,2812896,0,6956,1394,10044,14398,2.658,0.0,396,2907,4049,6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
